pto;ID_Name;Latitude;Longitude
P1238;Fish_MAtlantica_SP;-19.991417;-50.622083
P1239;Fish_MAtlantica_SP;-20.143028;-50.775917
P1240;Fish_MAtlantica_SP;-20.133389;-50.815778
P1241;Fish_MAtlantica_SP;-20.079306;-50.941194
P1245;Fish_MAtlantica_SP;-20.297389;-49.816194
P1246;Fish_MAtlantica_SP;-20.36925;-49.832861
P1247;Fish_MAtlantica_SP;-20.426222;-49.813778
P1248;Fish_MAtlantica_SP;-20.190278;-49.309667
P1250;Fish_MAtlantica_SP;-20.094889;-49.672861
P1253;Fish_MAtlantica_SP;-20.402361;-49.6855
P1254;Fish_MAtlantica_SP;-20.491639;-49.328139
P1255;Fish_MAtlantica_SP;-20.423389;-49.616056
P1259;Fish_MAtlantica_SP;-20.652306;-49.556139
P1260;Fish_MAtlantica_SP;-20.631528;-49.686167
P1266;Fish_MAtlantica_SP;-20.676944;-49.038194
P1267;Fish_MAtlantica_SP;-20.905444;-49.34175
P1268;Fish_MAtlantica_SP;-20.812111;-49.465083
P1269;Fish_MAtlantica_SP;-20.785;-49.457778
P1270;Fish_MAtlantica_SP;-20.986444;-49.190917
P1272;Fish_MAtlantica_SP;-20.703639;-48.942222
P1273;Fish_MAtlantica_SP;-20.939167;-48.830167
P1274;Fish_MAtlantica_SP;-20.772556;-48.808611
P1275;Fish_MAtlantica_SP;-20.938167;-48.677583
P1277;Fish_MAtlantica_SP;-21.212083;-48.951583
P1278;Fish_MAtlantica_SP;-21.214583;-48.742806
P1279;Fish_MAtlantica_SP;-21.118056;-48.504444
P1280;Fish_MAtlantica_SP;-21.166556;-48.604111
P1287;Fish_MAtlantica_SP2;-22.128492;-47.703503
P1288;Fish_MAtlantica_SP2;-22.129475;-47.703017
P1290;Fish_MAtlantica_SP2;-22.15142;-47.700345
P1291;Fish_MAtlantica_SP2;-22.132004;-47.689317
P1293;Fish_MAtlantica_SP2;-22.11396;-47.700668
P1296;Fish_MAtlantica_SP2;-22.155769;-47.633114
P1300;Fish_MAtlantica_SP2;-22.165054;-47.714242
P1301;Fish_MAtlantica_SP2;-22.169075;-47.638199
P1302;Fish_MAtlantica_SP2;-22.259305;-47.660322
P1305;Fish_MAtlantica_SP2;-22.298801;-47.67338
P1306;Fish_MAtlantica_SP2;-22.297195;-47.674406
P1308;Fish_MAtlantica_SP2;-22.243798;-47.673401
P1309;Fish_MAtlantica_SP2;-22.243734;-47.673419
P1310;Fish_MAtlantica_SP2;-22.352935;-47.797375
P1315;Fish_MAtlantica_SP2;-22.361712;-47.884597
P1316;Fish_MAtlantica_SP2;-22.285629;-47.831464
P1318;Fish_MAtlantica_SP2;-22.378618;-47.852511
P1327;Fish_MAtlantica_SP2;-22.480776;-47.774442
P1328;Fish_MAtlantica_SP2;-22.480352;-47.773394
P1329;Fish_MAtlantica_SP2;-22.498779;-47.771605
P1330;Fish_MAtlantica_SP2;-22.499899;-47.75998
P1331;Fish_MAtlantica_SP2;-22.49166;-47.772434
P1332;Fish_MAtlantica_SP2;-22.457801;-47.7061
P1333;Fish_MAtlantica_SP2;-22.462053;-47.688817
P1340;Fish_MAtlantica_SP2;-22.378306;-47.779761
P1342;Fish_MAtlantica_SP2;-22.278197;-47.594643
P1344;Fish_MAtlantica_SP2;-22.274352;-47.609772
P1345;Fish_MAtlantica_SP2;-22.298929;-47.594376
P1351;Fish_MAtlantica_SP2;-22.177084;-47.584621
P3216;Fish_Amazonia_MT;-10.196428;-59.488555
P3217;Fish_Amazonia_MT;-10.155108;-59.435033
P3218;Fish_Amazonia_MT;-10.162795;-59.440382
P3219;Fish_Amazonia_MT;-10.177817;-59.369902
P3220;Fish_Amazonia_MT;-10.127209;-59.425693
P3221;Fish_Amazonia_MT;-10.190479;-59.409385
P3222;Fish_Amazonia_MT;-10.018266;-59.432227
P3223;Fish_Amazonia_MT;-10.046039;-59.456332
P3226;Fish_Amazonia_MT;-10.137457;-59.415819
P3227;Fish_Amazonia_MT;-10.177414;-59.363221
P3228;Fish_Amazonia_MT;-10.1342;-59.497221
P3229;Fish_Amazonia_MT;-10.11523;-59.524825
P3230;Fish_Amazonia_MT;-10.260656;-59.284917
P3231;Fish_Amazonia_MT;-10.333233;-59.366832
P3232;Fish_Amazonia_MT;-10.349635;-59.36199
P3233;Fish_Amazonia_MT;-10.364575;-59.360614
P3234;Fish_Amazonia_MT;-10.433215;-59.361349
P3235;Fish_Amazonia_MT;-10.780366;-59.226911
P3236;Fish_Amazonia_MT;-10.75534;-59.258222
P3243;Fish_Amazonia_MT;-11.535197;-59.194033
P3244;Fish_Amazonia_MT;-11.516733;-59.203613
P3250;Fish_Amazonia_MT;-11.358202;-58.763725
P3251;Fish_Amazonia_MT;-11.369682;-58.771308
P3252;Fish_Amazonia_MT;-11.301226;-58.707797
P3253;Fish_Amazonia_MT;-11.255353;-58.596153
P3254;Fish_Amazonia_MT;-11.282816;-58.572929
P3255;Fish_Amazonia_MT;-11.341664;-58.601137
P3256;Fish_Amazonia_MT;-11.3458;-58.378199
P3257;Fish_Amazonia_MT;-11.259874;-58.874683
P3258;Fish_Amazonia_MT;-11.278766;-58.858897
P3259;Fish_Amazonia_MT;-11.310704;-58.809048
P3260;Fish_Amazonia_MT;-11.347709;-58.74195
P3261;Fish_Amazonia_MT;-9.858936;-58.252358
P3262;Fish_Amazonia_MT;-9.869732;-58.327993
P3263;Fish_Amazonia_MT;-9.823275;-58.256254
P3264;Fish_Amazonia_MT;-9.925013;-58.504436
P3265;Fish_Amazonia_MT;-9.910882;-58.421323
P3266;Fish_Amazonia_MT;-9.850585;-58.265804
P3267;Fish_Amazonia_MT;-9.863929;-58.278411
P3268;Fish_Amazonia_MT;-9.882067;-58.567501
P3269;Fish_Amazonia_MT;-9.889195;-58.564891
P3270;Fish_Amazonia_MT;-9.902111;-58.565782
P3271;Fish_Amazonia_MT;-9.805447;-58.392063
P3272;Fish_Amazonia_MT;-9.828744;-58.373124
P3273;Fish_Amazonia_MT;-9.811818;-58.338984
P3274;Fish_Amazonia_MT;-10.019605;-58.470552
P3275;Fish_Amazonia_MT;-10.020634;-58.483209
