ID_Point,ID_File,ID_Name,Group,Biome,Latitude,Longitude,Name,Description,Icon,X.Deforestation,Altitude,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,Density,Hand50,Hand100,Hand500,SA2001Tree,Slope,UTMZone,ClasseSolo,PercMA50m,PercMA100m,PercMA200m,PercMA500m,listabiomas
P1893,Macro_Cerrado_MG.xlsxP18,Macro_Cerrado_MG,Macr,Cerrado,-19.813639,-47.802327,VGMS00162,Macro_Cerrado_MG,160,61.1616515,687.01,225.2,122.62,69,1637.16,298.2,122.58,175.62,239.16,205.58,239.16,199.54,1548.12,279,13,75.96,783.36,50.06,691.16,78.48,16.95,6.57,20.72,136.01,7.54,6,23,Latossolos Vermelhos Distroferricos,1,1,0.76,0.74,CERRADO
P1894,Macro_Cerrado_MG.xlsxP19,Macro_Cerrado_MG,Macr,Cerrado,-19.984964,-48.114241,VGMS00177,Macro_Cerrado_MG,160,60.8839779,530.37,233.07,125.53,69.62,1690.34,307.9,128.55,179.36,247.07,211.55,247.6,206.55,1416.34,262.55,14,76,731.03,59,653.11,88.47,19.63,5.86,38.72,31.57,17.41,2.41,22,Latossolos Vermelhos Distroferricos,1,0.95,0.68,0.55,CERRADO
P1895,Macro_Cerrado_MG.xlsxP20,Macro_Cerrado_MG,Macr,Cerrado,-20.083855,-47.818744,VGMS00191,Macro_Cerrado_MG,160,67.99924214,540.75,227.3,120.07,68.07,1680.03,299.26,125.19,174.07,240.37,204.19,241.37,201.19,1504.04,289.63,12,79,791.2,53,710.06,77.89,16.43,17.36,36.26,46.18,12.88,1.29,23,Latossolos Vermelhos Distroferricos,1,0.99,0.93,0.58,CERRADO
P1896,Macro_Cerrado_MG.xlsxP21,Macro_Cerrado_MG,Macr,Cerrado,-20.170955,-47.741123,VGMS00206,Macro_Cerrado_MG,160,72.64595104,805.99,215.93,112.53,67,1623.84,285.07,118.52,166.55,228.81,193.29,229.31,190.55,1534.54,301.64,9.62,79.14,796.61,43.38,741.99,73.98,15.26,240.76,259.43,310.42,29.32,3.32,23,Latossolos Vermelhos Distroferricos,0.99,0.74,0.44,0.23,CERRADO
P1897,Macro_Cerrado_MG.xlsxP22,Macro_Cerrado_MG,Macr,Cerrado,-19.752487,-47.792509,VGMS00210,Macro_Cerrado_MG,160,54.1343902,803.02,220.76,121.89,69.02,1619.41,293.76,118.91,174.85,233.84,202.5,233.84,195.5,1575.12,280.18,13,75,784.18,47.95,758.33,78,12.07,84.34,109.38,252.02,18.47,7.17,23,Latossolos Vermelhos Distroficos,1,0.96,0.81,0.88,CERRADO
P1898,Macro_Cerrado_MG.xlsxP23,Macro_Cerrado_MG,Macr,Cerrado,-20.323337,-47.702135,VGMS00247,Macro_Cerrado_MG,160,84.13978495,768.32,215.6,108.83,66.26,1619.5,282.4,119.06,163.34,228.4,192.81,229.39,189.81,1522.88,298.83,9.94,79.79,789.23,42.74,738.94,72.03,16.69,162.54,155.5,187.31,15.42,5.07,23,Latossolos Vermelho-Amarelos Distroficos,0.98,0.95,0.86,0.57,CERRADO
P1899,Macro_Cerrado_MG.xlsxP24,Macro_Cerrado_MG,Macr,Cerrado,-19.933935,-47.966838,VGMS00252,Macro_Cerrado_MG,160,75.80786537,633.35,230.44,124.69,69.85,1666.03,303.63,126.74,176.89,244.43,209.54,244.43,204.44,1464.75,269.42,14,76,756.6,58.85,670.11,87,17.07,47.48,50.21,140.35,25.72,7.82,23,Latossolos Vermelhos Distroferricos,0.88,0.63,0.46,0.48,CERRADO
P1900,Macro_Cerrado_MG.xlsxP25,Macro_Cerrado_MG,Macr,Cerrado,-20.079691,-47.77194,VGMS00255,Macro_Cerrado_MG,160,49.61431657,682.74,223.28,117.62,68.21,1665.86,293.73,122.32,171.41,236.48,199.57,236.48,197.03,1524.84,297.06,10.46,79,799.34,47.32,728.26,74.75,12.51,160.59,150.33,182.32,14.51,4.07,23,Latossolos Vermelhos Distroferricos,0.93,0.93,0.74,0.47,CERRADO
P1901,Macro_Cerrado_MG.xlsxP26,Macro_Cerrado_MG,Macr,Cerrado,-19.95341,-47.972899,VGMS00277,Macro_Cerrado_MG,160,75.622726,594.47,230.8,124.32,69.35,1669.96,304.29,126.83,177.45,244.15,209.32,244.63,204.15,1460.56,269.28,14,76,755.14,59.48,670.21,88,17.66,20.35,29.01,101.47,17.93,4.47,23,Latossolos Vermelhos Distroferricos,1,0.97,0.79,0.51,CERRADO
P1902,Macro_Cerrado_MG.xlsxP27,Macro_Cerrado_MG,Macr,Cerrado,-19.785127,-47.800249,VGMS00306,Macro_Cerrado_MG,160,55.98478783,751.96,222.37,122,69,1614.97,295.2,120.2,175,235.37,204.17,235.4,197.2,1566.38,279,13,75,783.83,48.2,692.63,78.17,11.53,60.1,42.55,200.96,19.54,5.68,23,Latossolos Vermelhos Distroferricos,1,1,0.96,0.76,CERRADO
P1903,Macro_Cerrado_MG.xlsxP28,Macro_Cerrado_MG,Macr,Cerrado,-19.790242,-48.085331,VGMS00320,Macro_Cerrado_MG,160,69.90014265,714.71,225,125,69,1655.46,300.05,121,179.05,238,207,238,199.23,1521.14,270,14,74,755,53,674.01,84,16.13,48.44,85.41,215.91,8.71,3.66,22,Latossolos Vermelhos Distroficos,0.88,0.82,0.71,0.52,CERRADO
P1904,Macro_Cerrado_MG.xlsxP29,Macro_Cerrado_MG,Macr,Cerrado,-19.821349,-48.092345,VGMS00380,Macro_Cerrado_MG,160,64.05541562,673.63,228.3,125.91,69.91,1642.52,302.81,123.81,179,242.17,209.27,242.66,202.76,1491.36,267.6,14,74,748.98,54.91,704.34,85,14.35,12.05,77.35,174.83,9.02,1.79,22,Latossolos Vermelhos Distroficos,0.78,0.71,0.66,0.69,CERRADO
P1905,Macro_Cerrado_MG.xlsxP30,Macro_Cerrado_MG,Macr,Cerrado,-20.296189,-47.829328,VGMS00387,Macro_Cerrado_MG,160,62.74046574,546.94,225.05,116.2,67.69,1671.2,294.54,123.69,170.85,238.74,201.19,239.55,199.19,1482.33,297.15,10,80,779.1,46,721.57,72.66,23.6,25.38,57.55,25.38,23.13,3.8,23,Latossolos Vermelhos Distroferricos,0.48,0.49,0.52,0.54,CERRADO
P1906,Macro_Cerrado_MG.xlsxP31,Macro_Cerrado_MG,Macr,Cerrado,-19.785904,-47.786291,VGMS00418,Macro_Cerrado_MG,160,87.9423329,780.56,221.57,121.76,69,1609.98,294.57,120.05,174.52,234.57,202.94,234.87,196.23,1568.34,280.06,13,75,785.06,48.05,747.18,78,12.71,90.55,85.14,229.56,6.12,3.85,23,Latossolos Vermelhos Distroferricos,1,1,0.9,0.84,CERRADO
P1907,Macro_Cerrado_MG.xlsxP32,Macro_Cerrado_MG,Macr,Cerrado,-19.968914,-48.088422,VGMS00433,Macro_Cerrado_MG,160,66.40932983,604.26,232.36,125.25,69.67,1694.82,306.83,128.25,178.58,246.67,210.36,247,205.51,1425.76,263.75,14,76.25,735.55,59,656.73,88.75,20.99,61.48,34.06,105.46,17.33,2.41,22,Latossolos Vermelhos Distroferricos,1,0.89,0.74,0.4,CERRADO
P1908,Macro_Cerrado_MG.xlsxP33,Macro_Cerrado_MG,Macr,Cerrado,-19.883367,-47.963436,VGMS00444,Macro_Cerrado_MG,160,75.33649732,692.56,226.76,123.88,69.44,1623.69,300.76,123.33,177.44,240.19,207.33,240.19,201.32,1510.94,271.56,14,75,766.17,54.88,679.29,84.44,16.03,68.84,85.06,199.56,16.28,9.47,23,Latossolos Vermelhos Distroficos,0.99,0.82,0.7,0.69,CERRADO
P1909,Macro_Cerrado_MG.xlsxP34,Macro_Cerrado_MG,Macr,Cerrado,-20.066871,-47.801104,VGMS00447,Macro_Cerrado_MG,160,52.9011529,641.99,226.97,119.97,68.01,1702.85,297.98,124.02,173.97,240.92,203.02,240.97,200.02,1514.11,290.08,11.96,78.04,796.08,52.91,712.17,77,16.31,118.6,60.21,147.42,24.59,0.41,23,Latossolos Vermelhos Distroferricos,0.46,0.52,0.65,0.66,CERRADO
P1910,Macro_Cerrado_MG.xlsxP35,Macro_Cerrado_MG,Macr,Cerrado,-19.829498,-47.715963,VGMS00450,Macro_Cerrado_MG,160,62.86637931,743.56,219.48,119.62,69.35,1598.17,291.25,119.6,171.65,232.14,199.48,232.26,194.34,1568.19,287.87,12,76,792.87,46.74,704.27,76.35,23.3,69.21,70.82,192.56,9.52,4.57,23,Latossolos Vermelhos Distroferricos,0.92,0.78,0.68,0.38,CERRADO
P1911,Macro_Cerrado_MG.xlsxP36,Macro_Cerrado_MG,Macr,Cerrado,-20.093155,-47.766925,VGMS00511,Macro_Cerrado_MG,160,52.05650187,688.14,223.61,117.78,68,1669.63,294.42,121.95,172.48,235.73,199.76,236.71,196.76,1521.41,297.34,10,79,798.17,46.69,728.78,74.62,12.41,164.75,163.71,193.57,18.67,5.38,23,Latossolos Vermelhos Distroferricos,0.54,0.46,0.4,0.39,CERRADO
P1912,Macro_Cerrado_MG.xlsxP37,Macro_Cerrado_MG,Macr,Cerrado,-20.285686,-47.779226,VGMS00515,Macro_Cerrado_MG,160,62.13625471,661.85,223.87,114.78,67,1686.75,292.22,122.09,170.13,236.96,199.36,237.71,196.96,1492.88,299.64,9.33,80.18,784.02,43.51,729.37,70.91,28.58,94.07,78.91,140.64,29.26,3.4,23,Latossolos Vermelhos Distroferricos,1,0.77,0.54,0.36,CERRADO
P1913,Macro_Cerrado_MG.xlsxP38,Macro_Cerrado_MG,Macr,Cerrado,-20.216284,-47.73957,VGMS00558,Macro_Cerrado_MG,160,80.84519982,835.94,212.45,108.97,66.46,1577.64,280.42,117.97,162.46,224.83,189.94,224.89,187.44,1545.7,300.91,10,78.94,796.46,43,745.86,74.49,17.52,199.89,250.31,324.49,31.21,18.76,23,Latossolos Vermelhos Distroferricos,0.93,0.92,0.96,0.85,CERRADO
P1914,Macro_Cerrado_MG.xlsxP39,Macro_Cerrado_MG,Macr,Cerrado,-20.108028,-47.752577,VGMS00575,Macro_Cerrado_MG,160,56.52687537,717.15,218.45,115.2,68,1634.9,288.4,120.2,168.2,231.4,195.45,231.4,192.45,1533.68,302.49,10,79,799.8,44.21,741.78,74.01,13.2,172.63,209.4,206.06,43.46,5.67,23,Latossolos Vermelhos Distroferricos,1,0.96,0.74,0.55,CERRADO
P1915,Macro_Cerrado_MG.xlsxP40,Macro_Cerrado_MG,Macr,Cerrado,-20.329278,-47.778422,VGMS01257,Macro_Cerrado_MG,160,100,596.86,224.76,115.38,67,1687.86,293.76,123.38,170.38,238.65,200.38,238.76,198.38,1486.33,299.62,9,80,780.85,44,725.47,71,24.92,30.88,22.44,30.88,26.83,1.92,23,Latossolos Vermelhos Distroferricos,0.42,0.39,0.3,0.2,CERRADO
P1916,Macro_Cerrado_MG.xlsxP41,Macro_Cerrado_MG,Macr,Cerrado,-18.754238,-44.958435,TMMS0003,Macro_Cerrado_MG,160,49.27308914,603.75,229.49,133,69.49,1764.25,309.43,118.91,190.51,242.49,206,246.91,202.91,1172.18,263.09,3,87.4,661,16,485.9,34.6,19.85,2.46,11.19,37.62,13.3,2.97,23,AGUA,0.34,0.45,0.68,0.65,CERRADO
P1917,Macro_Cerrado_MG.xlsxP42,Macro_Cerrado_MG,Macr,Cerrado,-18.918431,-44.667735,TMMS0007,Macro_Cerrado_MG,160,33.46871474,639.85,224.99,133.99,68.99,1839.3,306.99,113,193.99,239.94,200.98,243.99,197.99,1180.04,269.81,7,87,665.01,22,489.21,40,25.81,13.55,0.95,18.18,6.68,2.15,23,Cambissolos Haplicos Tb Distroficos,0.3,0.25,0.16,0.19,CERRADO
P1918,Macro_Cerrado_MG.xlsxP43,Macro_Cerrado_MG,Macr,Cerrado,-18.847149,-45.564554,TMMS0009,Macro_Cerrado_MG,160,20.21108735,652.21,229.16,130,69.84,1620.85,307.68,122.52,185.16,240,209,245.31,204.52,1328.01,280.2,7,87,741.25,25,582.04,40,12.68,40.46,66.84,83.97,14.79,4.92,23,Cambissolos Haplicos Tb Distroficos,0.71,0.54,0.42,0.33,CERRADO
P1919,Macro_Cerrado_MG.xlsxP44,Macro_Cerrado_MG,Macr,Cerrado,-18.460473,-44.990525,TMMS0027,Macro_Cerrado_MG,160,43.06406685,819.94,219.56,130,69.84,1710.98,297.72,112.56,185.16,231.97,196.56,235.97,193.56,1248.35,263.46,4,85.92,700.5,15.84,516.57,37.69,17.35,64.02,40.43,251.31,10,5.02,23,Cambissolos Haplicos Tb Distroficos,1,1,0.78,0.61,CERRADO
P1920,Macro_Cerrado_MG.xlsxP45,Macro_Cerrado_MG,Macr,Cerrado,-18.988123,-45.698844,TMMS0028,Macro_Cerrado_MG,160,13.016412,741.46,225.17,128.68,69,1634.59,303.55,118.5,185.05,236.87,205.17,240.87,200.17,1395.34,289.83,9.18,85.82,770.84,30.36,614.02,46.18,12.99,67.02,88.46,67.02,25.89,9.01,23,Cambissolos Haplicos Tb Distroficos,0.99,0.84,0.72,0.68,CERRADO
P1921,Macro_Cerrado_MG.xlsxP46,Macro_Cerrado_MG,Macr,Cerrado,-19.237989,-45.372292,TMMS0033,Macro_Cerrado_MG,160,50.37963377,730.51,225.26,131.76,69,1729.95,304.75,114.49,190.26,240.26,204.5,242.26,198.99,1364.5,292.26,9,85,754.03,36,624.76,53,15.44,90.68,113.6,119.16,13.6,2.95,23,Cambissolos Haplicos Tb Distroficos,1,0.8,0.52,0.27,CERRADO
P1922,Macro_Cerrado_MG.xlsxP47,Macro_Cerrado_MG,Macr,Cerrado,-19.101142,-45.675238,TMMS0040,Macro_Cerrado_MG,160,72.96703297,812.4,219.3,128.16,68.16,1675.64,297.39,111.39,186,231.14,199.39,235.39,194.14,1433.68,294.7,10,84.98,778.55,34,637.43,51,14.48,209.82,170.08,233.67,26.22,5.76,23,Cambissolos Haplicos Tb Distroficos,0.66,0.44,0.33,0.35,CERRADO
P1923,Macro_Cerrado_MG.xlsxP48,Macro_Cerrado_MG,Macr,Cerrado,-18.404926,-44.989861,TMMS0043,Macro_Cerrado_MG,160,35.20962733,819.38,219.34,130,69.57,1696.93,298.34,112.9,185.43,232.34,196.57,235.9,193.9,1251.18,263.1,4,85.77,702.78,16,518.22,37.43,17.69,28.62,74.46,142.95,15.06,3.01,23,Latossolos Vermelho-Amarelos Distroficos,0.99,0.63,0.34,0.37,CERRADO
P1924,Macro_Cerrado_MG.xlsxP49,Macro_Cerrado_MG,Macr,Cerrado,-19.0776,-45.167752,TMMS0058,Macro_Cerrado_MG,160,63.80626481,698.78,227.13,130.96,68.02,1689.91,306.18,116.25,189.92,239.13,207.19,243.19,201.18,1259.37,262.75,9.06,85.27,696.89,28.82,556.89,45.82,23.99,104.63,114.19,104.63,0.96,2.89,23,Cambissolos Haplicos Tb Distroficos,0.2,0.26,0.34,0.36,CERRADO
P1925,Macro_Cerrado_MG.xlsxP50,Macro_Cerrado_MG,Macr,Cerrado,-18.438751,-45.671836,TMMS0072,Macro_Cerrado_MG,160,35.21925193,751.9,224.84,126.84,70.16,1473.78,302.68,124,178.68,234.11,205.63,238.63,202,1374.54,287.16,7,87,764.7,22,595.32,37,12.99,44.28,33.58,44.28,6.38,4.01,23,Cambissolos Haplicos Tb Distroficos,1,0.79,0.58,0.54,CERRADO
P1926,Macro_Cerrado_MG.xlsxP51,Macro_Cerrado_MG,Macr,Cerrado,-19.086672,-45.452745,TMMS0082,Macro_Cerrado_MG,160,51.23061393,595.75,231.14,132,68.67,1719.27,311.41,120.14,191.27,246.47,209.61,248.14,205.14,1340.53,285.29,9,87,745.29,30,606.2,45.33,20.94,12.07,23.09,17.28,7.34,1.86,23,Cambissolos Haplicos Tb Distroficos,1,0.83,0.44,0.36,CERRADO
P1927,Macro_Cerrado_MG.xlsxP52,Macro_Cerrado_MG,Macr,Cerrado,-18.542021,-45.611526,TMMS0088,Macro_Cerrado_MG,160,21.4277072,768.3,222.2,127,70,1483.87,300.17,120.77,179.4,231.2,203.98,236.2,199,1371.22,285.81,7,86,760.81,23.02,591.79,39,16.71,189.02,218.79,201.29,1.01,4.89,23,Cambissolos Haplicos Tb Distroficos,1,0.87,0.61,0.46,CERRADO
P1928,Macro_Cerrado_MG.xlsxP53,Macro_Cerrado_MG,Macr,Cerrado,-19.19347,-45.206698,TMMS0090,Macro_Cerrado_MG,160,37.90697674,683.06,226.13,131.12,68.62,1697.08,305.21,115.7,189.51,238.72,206.01,242.7,200.21,1294.29,274.19,9,84.31,709.59,34,584.1,50.49,20.03,84.25,76.93,84.25,8.4,3.95,23,Cambissolos Haplicos Tb Distroficos,1,0.99,0.75,0.74,CERRADO
P1929,Macro_Cerrado_MG.xlsxP54,Macro_Cerrado_MG,Macr,Cerrado,-18.516502,-45.018782,TMMS0091,Macro_Cerrado_MG,160,38.67654461,799.05,223.7,130.91,69.94,1706.24,302.72,115.79,186.93,236.66,200.74,240.7,197.74,1221,254.6,4.04,85.96,686.9,15.09,504.97,36.09,16.36,72.6,27.54,230.42,18.71,4.35,23,Cambissolos Haplicos Tb Distroficos,0.48,0.29,0.15,0.41,CERRADO
P1930,Macro_Cerrado_MG.xlsxP55,Macro_Cerrado_MG,Macr,Cerrado,-19.107647,-45.144879,TMMS0106,Macro_Cerrado_MG,160,34.6105919,647.65,227.98,131,68,1702,306.98,116.98,190,239.98,207.98,244.88,201.98,1254.4,260.02,9.82,85,693.96,30.82,554.9,46.82,22.37,70.18,71.64,70.18,16.28,2.5,23,Cambissolos Haplicos Tb Distroficos,1,0.83,0.75,0.59,CERRADO
P1931,Macro_Cerrado_MG.xlsxP56,Macro_Cerrado_MG,Macr,Cerrado,-18.735499,-44.828803,TMMS0119,Macro_Cerrado_MG,160,39.87729125,617.85,227.8,133,69,1811.02,308.62,116.62,192,241.8,203.62,246.06,200.62,1168.71,273.11,4.17,88,659.52,15.62,478.96,35.17,8.93,11.24,3.3,51.78,11.39,1.45,23,Latossolos Vermelhos Distroficos,0.21,0.18,0.26,0.29,CERRADO
P1932,Macro_Cerrado_MG.xlsxP57,Macro_Cerrado_MG,Macr,Cerrado,-18.881272,-45.006163,TMMS0126,Macro_Cerrado_MG,160,20.10083478,595.3,229.97,132.85,69,1747.5,309.97,118.85,191.12,242.82,207.52,246.97,203.7,1180.06,263.55,4,87.12,663.98,18.55,497.53,36.43,27.45,4.26,13.45,29.3,56.18,3.16,23,Cambissolos Haplicos Tb Distroficos,0.02,0.18,0.32,0.26,CERRADO
P1933,Macro_Cerrado_MG.xlsxP58,Macro_Cerrado_MG,Macr,Cerrado,-19.227651,-45.237044,TMMS0133,Macro_Cerrado_MG,160,60.55147059,641.25,228.82,132,68.92,1704.42,308.08,117.92,190.15,243.82,207.82,245.82,202.82,1298.64,277.66,8.92,84.18,716.1,34.92,593.17,50.1,17.93,32.78,12.86,32.78,6.16,1.88,23,Cambissolos Haplicos Tb Distroficos,0.72,0.53,0.43,0.4,CERRADO
P1934,Macro_Cerrado_MG.xlsxP59,Macro_Cerrado_MG,Macr,Cerrado,-19.013075,-45.016373,TMMS0134,Macro_Cerrado_MG,160,0,674.14,226.93,131.45,68.45,1695.59,306.35,116.45,189.9,239.45,206.8,243.45,201.45,1213.39,261,7,85.45,678.1,25.55,521.3,43.55,12.96,37.07,75.01,87.85,3.51,4.57,23,Cambissolos Haplicos Tb Distroficos,1,1,0.97,0.84,CERRADO
P1935,Macro_Cerrado_MG.xlsxP60,Macro_Cerrado_MG,Macr,Cerrado,-18.788056,-45.530793,TMMS0137,Macro_Cerrado_MG,160,24.24048012,611.57,231,130,69.5,1645.43,309.72,124,185.72,242.77,210,247.22,206,1299.8,276.78,5,87,729.02,21,567.56,36,14.12,4.62,18.98,44.64,17.19,1.93,23,Latossolos Vermelhos Distroficos,0.09,0.16,0.22,0.2,CERRADO
P1936,Macro_Cerrado_MG.xlsxP61,Macro_Cerrado_MG,Macr,Cerrado,-18.326641,-45.003379,TMMS0159,Macro_Cerrado_MG,160,26.85097851,802.44,222,130,69.17,1720,301,115.17,185.83,234.17,199,238.82,195.21,1244.02,259.69,3,86.18,702.74,14,516.6,36,19.96,59.33,22.13,126.01,14.02,3.12,23,Cambissolos Haplicos Tb Distroficos,0.78,0.38,0.19,0.24,CERRADO
P1937,Macro_Cerrado_MG.xlsxP62,Macro_Cerrado_MG,Macr,Cerrado,-18.332347,-45.11556,TMMS0171,Macro_Cerrado_MG,160,21.32901723,707.01,224.96,130.72,69.42,1688.92,304.59,117.56,187.03,237.01,201.56,241.01,198.56,1244.72,255.8,3,86.72,705.38,13,520.52,33.86,20.75,6.97,26.01,30.58,15.42,2.94,23,Cambissolos Haplicos Tb Distroficos,0.96,0.73,0.7,0.89,CERRADO
P1938,Macro_Cerrado_MG.xlsxP63,Macro_Cerrado_MG,Macr,Cerrado,-18.99612,-45.256866,TMMS0178,Macro_Cerrado_MG,160,60.5550513,591.21,230.68,131.69,68.67,1691.49,310.52,120.54,189.98,243.19,209.87,247.68,205.18,1248.86,267.31,6,86.49,696.09,23,551.6,38.5,23.3,14.07,30.43,23.92,6.34,3.18,23,Cambissolos Haplicos Tb Distroficos,0.71,0.5,0.41,0.36,CERRADO
P1939,Macro_Cerrado_MG.xlsxP64,Macro_Cerrado_MG,Macr,Cerrado,-18.837799,-44.781746,TMMS0183,Macro_Cerrado_MG,160,46.40309156,638.5,225.62,133,68.5,1815.46,307.12,114.62,192.5,239.8,201.62,244.42,198.62,1180,274.87,5.38,87.68,664.06,19.38,486.26,38.38,25.73,14.03,52.2,45.73,2.74,2.67,23,Cambissolos Haplicos Tb Distroficos,0.9,0.9,0.78,0.61,CERRADO
P1940,Macro_Cerrado_MG.xlsxP65,Macro_Cerrado_MG,Macr,Cerrado,-18.441034,-45.120192,TMMS0187,Macro_Cerrado_MG,160,37.29029132,774.25,221.98,129.98,69.31,1651.02,300.95,115.29,185.67,233.98,199.98,238.03,196.98,1254.67,259.28,4,86,705.54,15.02,524.54,35.33,11.84,97.52,212.01,208.25,5.63,3.8,23,Cambissolos Haplicos Tb Distroficos,0.87,0.53,0.38,0.3,CERRADO
P1941,Macro_Cerrado_MG.xlsxP66,Macro_Cerrado_MG,Macr,Cerrado,-19.317981,-45.512637,TMMS0193,Macro_Cerrado_MG,160,56.58101254,654.41,226.56,132.14,68,1794.94,306.94,114.14,192.8,241.94,204.56,243.94,199.28,1388.72,291.86,9.95,85,767.16,34.95,629.74,54.86,34.43,28.23,12.66,24.39,14.85,2.14,23,Cambissolos Haplicos Tb Distroficos,0.79,0.72,0.82,0.57,CERRADO
P1942,Macro_Cerrado_MG.xlsxP67,Macro_Cerrado_MG,Macr,Cerrado,-19.2612,-45.422095,TMMS0209,Macro_Cerrado_MG,160,42.83015578,664.48,226.45,132,68.83,1751.95,306.45,115.64,190.81,242.45,205.28,243.99,200.28,1373.09,294.83,9.83,85,760.67,35.83,628.2,53.65,15.27,31.94,31.66,48.15,33.65,4.1,23,Cambissolos Haplicos Tb Distroficos,1,1,0.77,0.51,CERRADO
P1943,Macro_Cerrado_MG.xlsxP68,Macro_Cerrado_MG,Macr,Cerrado,-19.085342,-45.027161,TMMS0214,Macro_Cerrado_MG,160,56.23396065,671.93,228.05,131.79,68.79,1682.46,307.79,117.74,190.05,240.79,208.72,244.79,202.79,1219.45,257.98,9,85.21,681.36,29,528.58,46.95,13.09,33.09,48.46,85.64,1.33,2.29,23,Cambissolos Haplicos Tb Distroficos,0,0,0.17,0.24,CERRADO
P1944,Macro_Cerrado_MG.xlsxP69,Macro_Cerrado_MG,Macr,Cerrado,-18.952962,-45.636672,TMMS0220,Macro_Cerrado_MG,160,27.74262735,728.01,225.38,129,69.14,1620.78,303.45,118.59,184.86,236.45,205.52,241.38,200.52,1380.11,286.88,9,86,762.98,29.41,608.1,45.41,9.7,120.12,77.48,153.21,11.82,17.71,23,Cambissolos Haplicos Tb Distroficos,0.93,0.88,0.85,0.79,CERRADO
P1945,Macro_Cerrado_MG.xlsxP70,Macro_Cerrado_MG,Macr,Cerrado,-19.040332,-44.694748,TMMS0279,Macro_Cerrado_MG,160,44.99540953,698.32,224.55,132.85,68.18,1776.42,305.55,112.88,192.67,238.03,201.7,241.88,197.85,1189.95,259.33,8,86.03,670.41,24.3,497.56,43.3,20.33,41.27,5.4,49.71,31.6,4.31,23,Cambissolos Haplicos Tb Distroficos,0.61,0.52,0.43,0.61,CERRADO
P1946,Macro_Cerrado_MG.xlsxP71,Macro_Cerrado_MG,Macr,Cerrado,-18.391682,-45.010561,TMMS0283,Macro_Cerrado_MG,160,21.11017431,822.5,220.13,130,69.02,1692.24,299.13,113.15,185.98,232.23,197.13,236.23,194.15,1252,262.62,3.92,86,704.64,15.77,518.69,36.85,16.95,59.65,87.5,146.07,22.27,4.36,23,Cambissolos Haplicos Tb Distroficos,1,1,1,1,CERRADO
P1947,Macro_Cerrado_MG.xlsxP72,Macro_Cerrado_MG,Macr,Cerrado,-19.181268,-45.446441,TMMS0290,Macro_Cerrado_MG,160,55.74453464,615.72,228.94,132,68.61,1727.34,309.04,117.65,191.39,244.49,207.55,245.94,202.65,1371.58,298.16,9,86,763.06,34,627.06,50.45,17.77,3.41,13.93,3.41,8.67,2.03,23,Cambissolos Haplicos Tb Distroficos,0.85,0.7,0.38,0.28,CERRADO
P1948,Macro_Cerrado_MG.xlsxP73,Macro_Cerrado_MG,Macr,Cerrado,-19.051497,-45.639521,TMMS0296,Macro_Cerrado_MG,160,23.77336391,655.25,228.27,130,69,1687.48,307.27,119.36,187.91,240.27,207.36,245.27,202.36,1377.55,285.73,9,86,762.09,30.09,613.72,46.18,13.49,50.2,41.31,80.45,15.15,7.11,23,Cambissolos Haplicos Tb Distroficos,0.95,0.72,0.69,0.58,CERRADO
P1949,Macro_Cerrado_MG.xlsxP74,Macro_Cerrado_MG,Macr,Cerrado,-18.995955,-45.518547,TMMS0381,Macro_Cerrado_MG,160,38.00256383,630.59,230.5,131,69,1682.42,309.5,121.03,188.47,242.5,209.5,246.52,204.5,1335.57,279.01,8.51,87,743.04,27.51,595.51,42.51,27.67,36.94,22.13,55.79,12.04,3.18,23,Latossolos Vermelhos Distroficos,1,0.96,0.81,0.65,CERRADO
P1950,Macro_Cerrado_MG.xlsxP75,Macro_Cerrado_MG,Macr,Cerrado,-18.943909,-44.624852,TMMS0391,Macro_Cerrado_MG,160,35.53336992,691.17,222.3,133,68.6,1829.86,303.46,111.05,192.4,237.25,198.25,241.05,195.21,1189.1,265.75,7,86.25,668.5,22,495.45,41,22.08,47.31,3.94,69.5,5.43,3.12,23,Cambissolos Haplicos Tb Distroficos,1,0.97,0.54,0.22,CERRADO
P1951,Macro_Cerrado_MG.xlsxP76,Macro_Cerrado_MG,Macr,Cerrado,-18.879655,-45.547254,TMMS0437,Macro_Cerrado_MG,160,47.73571664,634.77,230.76,130,69,1638.5,309.26,123.26,186,241.76,210.26,246.78,205.76,1320.65,279.22,7,86.76,737.47,25,580.73,40,18.49,34.95,30.38,63.17,11.2,3.62,23,Cambissolos Haplicos Tb Distroficos,0,0.05,0.08,0.1,CERRADO
P1952,Macro_Cerrado_MG.xlsxP77,Macro_Cerrado_MG,Macr,Cerrado,-18.777463,-45.516631,TMMS1865,Macro_Cerrado_MG,160,26.31173737,604.8,231.54,130,70,1639.44,309.54,124.54,185,242.95,210.76,247.54,206.54,1293.72,276.05,5,87.14,725.74,21,563.79,35.41,14.3,5.53,18.09,37.87,12.7,2.46,23,Latossolos Vermelhos Distroficos,0.55,0.4,0.32,0.3,CERRADO
