ID_Point,ID_File,ID_Name,Group,Biome,Latitude,Longitude,Name,Description,Icon,X.Deforestation,Altitude,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,Density,Hand50,Hand100,Hand500,SA2001Tree,Slope,UTMZone,ClasseSolo,PercMA50m,PercMA100m,PercMA200m,PercMA500m,listabiomas
P0333,Fish_Cerrado_GO.xlsxP1,Fish_Cerrado_GO,Fish,Cerrado,-13.797861,-48.802583,P1,fish_Cerrado_GO,160,39.85516141,773.44,239.72,107.1,69,713.8,314.72,160.62,154.1,239.72,233.98,247.72,228.62,2023.46,363.29,4,82,1020.06,23.21,245.68,39.47,13.66,219.31,344.62,373.6,30.97,11.77,22,Argissolos Vermelho-Amarelos Distroficos,0.54,0.46,0.61,0.84,CERRADO
P0334,Fish_Cerrado_GO.xlsxP2,Fish_Cerrado_GO,Fish,Cerrado,-13.776889,-48.828491,P2,fish_Cerrado_GO,160,21.45565095,684.13,245.9,108,68.96,727.61,321.15,165.85,155.29,245.94,239.9,253.94,234.76,1957.53,347.91,4,82,984.29,21.19,236.56,37.05,13.35,259.62,362.65,347.78,36.07,6.44,22,Argissolos Vermelho-Amarelos Distroficos,0.35,0.35,0.35,0.56,CERRADO
P0335,Fish_Cerrado_GO.xlsxP3,Fish_Cerrado_GO,Fish,Cerrado,-13.982833,-49.071278,P3,fish_Cerrado_GO,160,56.48096924,496.65,252.38,106.38,69,727.4,326.77,173,153.77,252.77,246.38,259.77,241.38,1811.28,320.85,4,82,914.59,17,216.62,34.62,13,42.58,127.38,151.28,18.51,2.76,22,Cambissolos Haplicos Tb Distroficos,0.87,0.67,0.56,0.45,CERRADO
P0336,Fish_Cerrado_GO.xlsxP4,Fish_Cerrado_GO,Fish,Cerrado,-13.96975,-48.984333,P4,fish_Cerrado_GO,160,23.69874724,542.7,249.95,107,69,746.21,323.95,169.97,153.98,250.95,242.97,257.95,237.95,1859.76,328.15,3.67,82,937.04,17.67,225.05,34.73,16.27,73.09,81.19,153.15,24.84,4.39,22,Cambissolos Haplicos Tb Distroficos,0.96,0.61,0.32,0.27,CERRADO
P0337,Fish_Cerrado_GO.xlsxP5,Fish_Cerrado_GO,Fish,Cerrado,-13.905917,-48.979139,P5,fish_Cerrado_GO,160,42.08842555,486.5,253.45,107,69,759.27,327.66,173.66,154,253.66,246.66,261.66,241.66,1836.04,321.9,4,82,923.02,17,220.34,34.34,23.83,37.91,57.95,96.95,34.94,3.4,22,Cambissolos Haplicos Tb Distroficos,0.81,0.67,0.57,0.52,CERRADO
P0338,Fish_Cerrado_GO.xlsxP6,Fish_Cerrado_GO,Fish,Cerrado,-13.908083,-48.929139,P6,fish_Cerrado_GO,160,38.80233341,657.15,249.07,107,69,746.23,324.07,169.12,154.95,248.45,243.07,256.75,237.12,1900.39,335.91,4,82,955.36,18.78,229.65,35.78,11.94,207.47,163.47,267.6,32.82,4.86,22,Argissolos Vermelho-Amarelos Distroficos,0.19,0.31,0.47,0.64,CERRADO
P0339,Fish_Cerrado_GO.xlsxP7,Fish_Cerrado_GO,Fish,Cerrado,-13.747194,-48.866556,P7,fish_Cerrado_GO,160,23.91321139,488.22,253.89,109,69,731.79,329.89,173.08,156.82,254.89,247.39,261.39,242.39,1829.37,322.21,4,82,917.76,17.68,219.4,32.92,13.78,47.85,117.39,139.54,31.28,6.81,22,Argissolos Vermelho-Amarelos Distroficos,0.89,0.64,0.42,0.52,CERRADO
P0340,Fish_Cerrado_GO.xlsxP8,Fish_Cerrado_GO,Fish,Cerrado,-13.745222,-48.863306,P8,fish_Cerrado_GO,160,27.0363558,498.6,253.11,109,69,734.85,329.11,172.68,156.43,254.11,246.94,260.94,241.94,1837.78,323.79,4,82,921.91,18.41,220.69,33.32,13.56,64.18,138.91,149.92,31.97,6.27,22,Argissolos Vermelho-Amarelos Distroficos,1,0.95,0.87,0.55,CERRADO
P0341,Fish_Cerrado_GO.xlsxP9,Fish_Cerrado_GO,Fish,Cerrado,-13.860083,-48.917389,P9,fish_Cerrado_GO,160,35.35954243,604.91,248.44,107,69,733.5,323.5,169.36,154.14,249.43,242.51,256.44,237.36,1905.68,336.46,4,82,957.34,19.17,229.9,35.4,12.03,152.57,247.55,215.36,29.9,3.47,22,Argissolos Vermelho-Amarelos Distroficos,1,1,0.77,0.45,CERRADO
P0342,Fish_Cerrado_GO.xlsxP10,Fish_Cerrado_GO,Fish,Cerrado,-13.833944,-48.908333,P10,fish_Cerrado_GO,160,11.08139054,546.16,252.82,108,68.19,761.35,327.82,171.21,156.61,252.82,245.99,260.65,240.83,1864.01,327.92,4,82,935.38,18.2,224.58,34.4,10.07,58.45,223.27,156.61,20.78,10.88,22,Argissolos Vermelho-Amarelos Distroficos,0.88,0.69,0.59,0.81,CERRADO
P0343,Fish_Cerrado_GO.xlsxP11,Fish_Cerrado_GO,Fish,Cerrado,-13.826722,-48.902556,P11,fish_Cerrado_GO,160,8.573714875,531.96,250.04,108,68.98,724.04,325.04,169.88,155.16,250.04,243.9,257.9,238.76,1895.25,334.18,4,82,951.32,18.86,227.96,35.12,10.15,44.25,221.99,142.41,27.28,7.44,22,Argissolos Vermelho-Amarelos Distroficos,1,1,0.98,0.89,CERRADO
P0344,Fish_Cerrado_GO.xlsxP12,Fish_Cerrado_GO,Fish,Cerrado,-13.444444,-48.602806,P13,fish_Cerrado_GO,160,1.09064112,670.14,247.9,111,68.12,739.86,325.78,164.9,160.88,247.95,241.14,255.83,236.3,1713.18,319.82,3.6,83,875.95,17.6,201.34,28.19,10.63,204.09,176.79,349.26,19.27,8.27,22,Argissolos Vermelho-Amarelos Distroficos,0.87,0.84,0.86,0.87,CERRADO
P0345,Fish_Cerrado_GO.xlsxP13,Fish_Cerrado_GO,Fish,Cerrado,-13.743056,-48.833889,P14,fish_Cerrado_GO,160,5.922738429,516.09,251.92,108.9,68.9,748.07,327.92,171.03,156.89,252.91,245.92,260.12,240.92,1861.84,328.03,4,82,934.78,19.24,224.64,33.45,12.25,96.06,230.53,180.32,34.68,4.57,22,Argissolos Vermelho-Amarelos Distroficos,1,1,0.98,0.64,CERRADO
P0346,Fish_Cerrado_GO.xlsxP14,Fish_Cerrado_GO,Fish,Cerrado,-13.647778,-48.791389,P15,fish_Cerrado_GO,160,7.212455104,435.9,256.59,110,69,747.02,332.66,174.04,158.61,256.8,249.66,264.66,244.8,1760.54,315.25,3,82.86,889.29,16.2,211.05,29.2,10.94,41.16,69.41,103.46,20.79,5.33,22,Latossolos Vermelho-Amarelos Distroficos,0.83,0.77,0.7,0.63,CERRADO
P0347,Fish_Cerrado_GO.xlsxP15,Fish_Cerrado_GO,Fish,Cerrado,-13.617583,-48.761306,P16,fish_Cerrado_GO,160,36.23099321,431.45,255.24,110,69,731.57,331.3,173.24,158.06,255.3,248.3,263.06,244.06,1757.7,316.46,3,83,888,16.76,210.76,29,13.62,58.52,72.7,99.01,47.89,1.86,22,Argissolos Vermelho-Amarelos Distroficos,0.98,0.76,0.5,0.47,CERRADO
P0348,Fish_Cerrado_GO.xlsxP16,Fish_Cerrado_GO,Fish,Cerrado,-13.604639,-48.737722,P17,fish_Cerrado_GO,160,50.02926097,446.81,254.99,110,68.68,751.33,331.99,172.67,159.32,255.5,248.17,262.99,243.5,1751.23,316.2,3,82.64,885.93,16.68,210.38,29,13.29,61.96,135.33,122.57,29.58,4.14,22,Argissolos Vermelho-Amarelos Distroficos,0.84,0.55,0.29,0.16,CERRADO
P0349,Fish_Cerrado_GO.xlsxP17,Fish_Cerrado_GO,Fish,Cerrado,-13.480833,-48.620722,P18,fish_Cerrado_GO,160,0,568.62,250.52,111,68.55,738.13,328.41,167.96,160.45,250.76,244.21,258.62,239.41,1703.07,315.31,3,83,867.93,17,202.58,27.45,11.65,109.81,130.95,245.41,35.3,5.85,22,Argissolos Vermelho-Amarelos Distroficos,1,1,0.96,0.65,CERRADO
P0350,Fish_Cerrado_GO.xlsxP18,Fish_Cerrado_GO,Fish,Cerrado,-13.481944,-48.650611,P19,fish_Cerrado_GO,160,89.47696516,473.8,252.21,111,68,737.83,330.21,169.21,161,252.21,245.92,260.21,240.92,1687.85,312.36,3,83,859.5,16.79,200.36,27,13.69,14.99,58.65,150.59,32.69,3.35,22,Argissolos Vermelho-Amarelos Distroficos,0.05,0.22,0.11,0.04,CERRADO
P0351,Fish_Cerrado_GO.xlsxP19,Fish_Cerrado_GO,Fish,Cerrado,-13.558722,-48.674194,P20,fish_Cerrado_GO,160,25.50822537,497.35,250.73,110,69,748.8,327.73,168.73,159,251.46,244,258.73,239,1761.09,323.07,3,83,893.41,17,210.54,28.27,9.76,86.93,179.38,174.14,39.05,16.37,22,Argissolos Vermelho-Amarelos Distroficos,0.61,0.82,0.93,0.97,CERRADO
P0352,Fish_Cerrado_GO.xlsxP20,Fish_Cerrado_GO,Fish,Cerrado,-13.546417,-48.681722,P21,fish_Cerrado_GO,160,65.07151847,475.59,253.95,110.81,69,743.38,330.95,171.44,159.51,253.95,246.95,261.95,242.44,1716.88,313.48,3,83,871.37,16.67,205.91,28,11.48,75,113.31,152.38,29.58,5.6,22,Argissolos Vermelho-Amarelos Distroficos,0.8,0.78,0.81,0.81,CERRADO
P0353,Fish_Cerrado_GO.xlsxP21,Fish_Cerrado_GO,Fish,Cerrado,-13.511944,-48.651667,P22,fish_Cerrado_GO,160,47.21546888,542.74,250.67,111,68.98,746.79,328.28,168.28,160.01,251.27,244.28,258.67,239.3,1719.52,317.78,3,83,874.36,17,205.12,27.38,13.28,166.85,193.05,219.53,30.12,5.47,22,Argissolos Vermelho-Amarelos Distroficos,1,0.81,0.52,0.55,CERRADO
P0354,Fish_Cerrado_GO.xlsxP22,Fish_Cerrado_GO,Fish,Cerrado,-13.522333,-48.646861,P23,fish_Cerrado_GO,160,17.16419107,598.59,248.9,110.65,69,740.97,325.9,166.74,159.17,248.9,241.9,256.9,237.25,1753.34,324.72,3,83,890.77,17.35,209.08,28.35,13.84,220.62,239,275.38,28.55,8.38,22,Argissolos Vermelho-Amarelos Distroficos,0.75,0.9,0.93,0.84,CERRADO
P0355,Fish_Cerrado_GO.xlsxP23,Fish_Cerrado_GO,Fish,Cerrado,-13.417194,-48.607028,P24,fish_Cerrado_GO,160,38.12608667,632.45,247.7,111.01,68.34,758.07,325.37,164.7,160.67,247.7,240.7,256.36,236.37,1697.35,318.26,3.33,83.01,870.15,17.66,197.65,27.99,10.85,200.21,310.37,328.99,33.65,4.11,22,Argissolos Vermelho-Amarelos Distroficos,0.89,0.86,0.69,0.7,CERRADO
P0356,Fish_Cerrado_GO.xlsxP24,Fish_Cerrado_GO,Fish,Cerrado,-13.392222,-48.602611,P25,fish_Cerrado_GO,160,10.97426252,628.01,249.84,112,69,721.83,327.84,166.84,161,249.84,242.84,257.01,237.99,1665.64,312.19,3,83.86,855.39,17,193.03,27,8.54,193.11,273.46,324.55,15.79,9.01,22,Argissolos Vermelho-Amarelos Distroficos,1,1,0.99,0.77,CERRADO
P0357,Fish_Cerrado_GO.xlsxP25,Fish_Cerrado_GO,Fish,Cerrado,-13.363611,-48.59925,P26,fish_Cerrado_GO,160,0.96289548,658.18,247.19,111.89,68.89,743.33,325.3,164.14,161.15,247.73,240.3,255.3,236.14,1678.14,315.96,3.41,83.59,864.62,17.35,192.49,27.92,6.89,206.75,210.16,354.72,34.33,7.72,22,Argissolos Vermelho-Amarelos Distroficos,1,1,1,0.94,CERRADO
P0358,Fish_Cerrado_GO.xlsxP26,Fish_Cerrado_GO,Fish,Cerrado,-13.339778,-48.612861,P27,fish_Cerrado_GO,160,0.102251998,570.9,253.28,112.56,68.56,743.45,331.73,169.28,162.44,253.28,246.28,261.55,242.01,1611.52,302.99,3,84,832.98,16,184,26,7.09,129.22,91.63,267.44,18.67,9.1,22,Argissolos Vermelho-Amarelos Distroficos,0.76,0.65,0.64,0.86,CERRADO
P0359,Fish_Cerrado_GO.xlsxP27,Fish_Cerrado_GO,Fish,Cerrado,-13.283944,-48.626722,P28,fish_Cerrado_GO,160,52.27920228,636.86,253.06,113,68.03,739.96,332.03,168.06,163.97,253.08,246,261.06,241.09,1605.18,303.8,3,84.97,834.53,16,179.91,26,9.53,221.58,109.13,333.4,21.39,2.18,22,Argissolos Vermelho-Amarelos Distroficos,0.51,0.4,0.31,0.23,CERRADO
P0360,Fish_Cerrado_GO.xlsxP28,Fish_Cerrado_GO,Fish,Cerrado,-13.251167,-48.673861,P29,fish_Cerrado_GO,160,3.977151062,442.91,254.71,113.94,68.94,735.03,334.43,170.71,163.72,255.09,247.71,262.71,243.65,1585.82,299.51,3,84.63,825.67,15.66,175.72,26.29,14.51,90.81,78.45,143.32,33.49,6.28,22,Argissolos Vermelho-Amarelos Distroficos,1,1,1,0.96,CERRADO
P0361,Fish_Cerrado_GO.xlsxP29,Fish_Cerrado_GO,Fish,Cerrado,-13.813389,-48.891278,P30,fish_Cerrado_GO,160,45.31314315,570.48,250.32,108,69,734.3,325.76,170.32,155.44,250.76,244.32,258.76,238.85,1893.18,333.7,4,82,950.31,19,227.58,35.12,10.1,82.77,174.7,180.93,32.85,12.06,22,Argissolos Vermelho-Amarelos Distroficos,1,0.84,0.46,0.57,CERRADO
P0362,Fish_Cerrado_GO.xlsxP30,Fish_Cerrado_GO,Fish,Cerrado,-15.0765,-48.9658,BA1,fish_Cerrado_GO,160,NA,712.3,237.89,98,68.73,766.14,306.26,164.61,141.65,237.3,233.99,245.26,226.65,1554.1,285.6,6,79,765.81,18,209.74,42,10.03,142.57,159.52,164.93,30.16,9.06,22,Chernossolos Argiluvicos Orticos,0.51,0.49,0.57,0.53,CERRADO
P0363,Fish_Cerrado_GO.xlsxP31,Fish_Cerrado_GO,Fish,Cerrado,-15.0947,-48.9862,BA2,fish_Cerrado_GO,160,NA,863.34,229.86,97,68.12,777.72,298.74,157.86,140.88,230.59,226.86,238.74,218.86,1597.35,292.11,7,78.32,776.63,21.85,217.16,44.12,9.28,284.02,291.41,306.08,14.34,3.38,22,Chernossolos Argiluvicos Orticos,0.9,0.94,0.95,0.74,CERRADO
P0364,Fish_Cerrado_GO.xlsxP32,Fish_Cerrado_GO,Fish,Cerrado,-15.0498,-48.9554,BA3,fish_Cerrado_GO,160,NA,734.73,240.46,98.49,68.49,776.24,309.46,166.46,143,239.97,236.46,247.97,228.46,1546.86,285.61,6,79.55,767.18,18,207.54,42,12.49,138.52,209.44,195.22,25.45,10.55,22,Chernossolos Argiluvicos Orticos,1,1,0.89,0.87,CERRADO
P0365,Fish_Cerrado_GO.xlsxP33,Fish_Cerrado_GO,Fish,Cerrado,-15.0184,-48.9556,BA4,fish_Cerrado_GO,160,NA,610.05,244.16,99,69,749.57,313.25,170.25,143,244.99,240.25,252.16,233.16,1535.03,285.17,5.08,80,767.34,17.08,204.75,41.08,11.35,13.84,54.24,70.54,26.76,11.38,22,Chernossolos Argiluvicos Orticos,0.98,0.83,0.56,0.33,CERRADO
P0366,Fish_Cerrado_GO.xlsxP34,Fish_Cerrado_GO,Fish,Cerrado,-15.0045,-48.9517,BA5,fish_Cerrado_GO,160,NA,603.18,245.45,99,68.03,777.71,314.95,170.98,143.97,245.43,240.97,253.43,233.95,1528.89,284.58,5,80.03,766.65,17,203.05,41,11.17,10.48,23.53,63.67,25.28,2.66,22,Chernossolos Argiluvicos Orticos,0.21,0.27,0.15,0.06,CERRADO
P0367,Fish_Cerrado_GO.xlsxP35,Fish_Cerrado_GO,Fish,Cerrado,-14.9932,-48.939,BA6,fish_Cerrado_GO,160,NA,587.42,245.98,99,68,780.83,315.56,171.13,144.44,246.13,241.98,254.13,234.42,1527.2,284.44,5,80,766.87,17,202.87,41,10.16,9.31,17.94,47.91,19.59,1.69,22,Chernossolos Argiluvicos Orticos,0.58,0.53,0.36,0.23,CERRADO
P0368,Fish_Cerrado_GO.xlsxP36,Fish_Cerrado_GO,Fish,Cerrado,-15.0976,-49.0403,BA8,fish_Cerrado_GO,160,NA,935.97,236.46,97.67,68.67,787.51,305.68,163.68,142,236.34,233.46,245.02,225.46,1570.32,288.09,6,79.45,770.28,18.77,211.65,41.22,9.92,250.22,238.49,394.75,23.43,2.44,22,Chernossolos Argiluvicos Orticos,0.99,0.76,0.64,0.59,CERRADO
P0369,Fish_Cerrado_GO.xlsxP37,Fish_Cerrado_GO,Fish,Cerrado,-15.1117,-49.027,BA9,fish_Cerrado_GO,160,NA,966.21,235.66,97.41,68.41,764.12,304.59,163.25,141.34,235.25,232.59,243.66,224.59,1564.96,285.45,6,79.04,765.24,18.64,211.79,41,10.08,280.46,250.19,424.99,21.58,4.49,22,Chernossolos Argiluvicos Orticos,1,1,0.97,0.86,CERRADO
P0370,Fish_Cerrado_GO.xlsxP38,Fish_Cerrado_GO,Fish,Cerrado,-14.9357,-48.9232,BA10,fish_Cerrado_GO,160,NA,673.15,243.76,99.15,68,770.29,313.76,169.61,144.15,243.76,239.76,252.23,232.61,1556.96,291.14,5,80.56,782.04,16.39,205.62,41.39,11.16,82.17,101.07,133.64,35.42,4,22,Chernossolos Argiluvicos Orticos,0.28,0.23,0.27,0.4,CERRADO
P0371,Fish_Cerrado_GO.xlsxP39,Fish_Cerrado_GO,Fish,Cerrado,-14.955,-48.9454,BA11,fish_Cerrado_GO,160,NA,629.73,245.28,99,68.12,776.89,314.76,170.88,143.88,244.91,241.2,253.76,233.76,1545.78,289.12,5,80.88,776.93,16,204.12,40.12,9.79,38.75,30.93,90.22,34.58,2.81,22,Chernossolos Argiluvicos Orticos,0.68,0.5,0.27,0.1,CERRADO
P0372,Fish_Cerrado_GO.xlsxP40,Fish_Cerrado_GO,Fish,Cerrado,-14.8839,-48.8828,BA12,fish_Cerrado_GO,160,NA,657.73,241.24,99.77,68.25,759.93,311.01,166.49,144.52,240.98,237.24,249.01,230.24,1583.33,295.77,5.01,80.23,794.53,16.26,208.76,42.26,7.53,36.7,102.54,183.93,17.82,2.79,22,Chernossolos Argiluvicos Orticos,0.77,0.52,0.3,0.22,CERRADO
P0373,Fish_Cerrado_GO.xlsxP41,Fish_Cerrado_GO,Fish,Cerrado,-15.0503,-48.9555,BA13,fish_Cerrado_GO,160,NA,735.25,240.51,98.51,68.51,776.26,309.51,166.51,143,240,236.51,248,228.51,1546.48,285.5,6,79.51,766.99,18,207.49,42,12.55,139.04,211.3,195.74,25.51,10.57,22,Chernossolos Argiluvicos Orticos,1,1,0.91,0.87,CERRADO
P0374,Fish_Cerrado_GO.xlsxP42,Fish_Cerrado_GO,Fish,Cerrado,-14.1837,-48.351,Ni1,fish_Cerrado_GO,160,NA,482.26,248.21,105,69,778.57,321.21,170.21,151,248.21,242.21,257.21,236.21,1768.19,320.42,3,82,897.62,15.95,229.63,33.89,24.66,39.26,45.69,39.26,31.63,9.26,22,Nitossolos Vermelhos Eutroficos,1,1,1,0.99,CERRADO
P0375,Fish_Cerrado_GO.xlsxP43,Fish_Cerrado_GO,Fish,Cerrado,-14.2116,-48.3281,Ni2,fish_Cerrado_GO,160,NA,468.75,252.52,105,69,773.38,325.11,173.59,151.52,252.52,246.11,260.59,240.52,1699.28,306.49,3,82.2,864.47,14.48,220.89,31.48,32.82,24.3,55.39,25.75,42.75,1.38,22,Nitossolos Vermelhos Eutroficos,0.46,0.55,0.54,0.65,CERRADO
P0376,Fish_Cerrado_GO.xlsxP44,Fish_Cerrado_GO,Fish,Cerrado,-14.2571,-48.3307,Ni3,fish_Cerrado_GO,160,NA,469.21,252.49,104.51,68.92,756.29,324.58,173.9,150.68,252.49,245.9,260.39,240.9,1683.67,304,3,82.09,857.03,14,218.61,31,25.02,21.63,30.94,26.21,35.87,1.75,22,Nitossolos Vermelhos Eutroficos,0.98,0.8,0.63,0.64,CERRADO
P0377,Fish_Cerrado_GO.xlsxP45,Fish_Cerrado_GO,Fish,Cerrado,-14.3407,-48.3391,Ni4,fish_Cerrado_GO,160,NA,507.49,250.48,104,68.52,760.37,322.04,172,150.04,250.48,244,258.48,239,1679.84,303.6,3,82,853.32,14.08,218.52,31.17,20.61,52.5,42.55,52.5,30.51,1.39,22,Nitossolos Vermelhos Eutroficos,0.52,0.35,0.2,0.37,CERRADO
P0378,Fish_Cerrado_GO.xlsxP46,Fish_Cerrado_GO,Fish,Cerrado,-14.2691,-48.7271,Ni5,fish_Cerrado_GO,160,NA,474.76,253,104.69,69.38,735.04,325.06,174.75,150.31,252.77,247,261,241.75,1745.12,312.94,2,82,883.8,15,220.38,31,11.17,15.54,38.09,31.76,85.61,4.43,22,Latossolos Vermelho-Amarelos Distroficos,1,1,0.93,0.6,CERRADO
P0379,Fish_Cerrado_GO.xlsxP47,Fish_Cerrado_GO,Fish,Cerrado,-14.3687,-48.7169,Ni6,fish_Cerrado_GO,160,NA,588.85,247.37,103,68.32,760.48,319.37,169.68,149.68,247.37,241.48,255.37,235.37,1755.73,317.63,2,82,887.01,15,222.63,33,9.86,62.83,99.06,113.19,23.65,1.27,22,Latossolos Vermelho-Amarelos Distroficos,0.43,0.69,0.82,0.82,CERRADO
P0380,Fish_Cerrado_GO.xlsxP48,Fish_Cerrado_GO,Fish,Cerrado,-14.3939,-48.8105,Ni7,fish_Cerrado_GO,160,NA,527.97,251.12,103.91,69,734.41,323.12,173.91,149.21,251.12,245.91,259.12,240.1,1686.12,309.77,2,82.91,856.04,14.09,211.97,31.09,29.38,21.23,14.45,52.31,15.08,0.91,22,Latossolos Vermelho-Amarelos Distroficos,0,0,0.06,0.02,CERRADO
P0381,Fish_Cerrado_GO.xlsxP49,Fish_Cerrado_GO,Fish,Cerrado,-14.4211,-48.7353,Ni8,fish_Cerrado_GO,160,NA,570.68,247.52,103,68,774.44,320.06,170.06,150,248,242.06,255.52,235.56,1720.72,313.41,2,82,869.72,14.94,218.83,32.94,13.88,49.07,67.72,95.02,33.39,2.38,22,Latossolos Vermelho-Amarelos Distroficos,1,0.99,0.91,0.98,CERRADO
P0382,Fish_Cerrado_GO.xlsxP50,Fish_Cerrado_GO,Fish,Cerrado,-14.3899,-48.3583,Ni9,fish_Cerrado_GO,160,NA,527.42,249.26,103.34,69,749.84,321.13,171.92,149.21,249.31,243.13,257.18,237.26,1679.04,302.81,3,82,851.06,14.82,217.95,32.03,18.38,48.73,35.72,71.28,19.43,1.76,22,Nitossolos Vermelhos Eutroficos,1,0.95,0.8,0.45,CERRADO
P0383,Fish_Cerrado_GO.xlsxP51,Fish_Cerrado_GO,Fish,Cerrado,-14.4501,-48.3702,Ni10,fish_Cerrado_GO,160,NA,503.46,250.03,103,68.76,759.92,322,172.76,149.24,250.76,244.01,258.03,238.01,1648,298.27,3,82,835.75,14,214.24,31,23.21,12.77,17.17,47.32,20.13,3.18,22,Cambissolos Haplicos Tb Distroficos,0,0.12,0.31,0.27,CERRADO
P0384,Fish_Cerrado_GO.xlsxP52,Fish_Cerrado_GO,Fish,Cerrado,-14.4303,-48.3807,Ni12,fish_Cerrado_GO,160,NA,529.76,249.57,103.29,68.59,759.11,321.57,171.87,149.7,250.16,243.87,257.57,237.87,1666.7,300.75,3,82,843.98,14.21,216.35,31.42,22.77,29,14.73,73.62,24.76,3.66,22,Nitossolos Vermelhos Eutroficos,0.6,0.53,0.5,0.3,CERRADO
P0385,Fish_Cerrado_GO.xlsxP53,Fish_Cerrado_GO,Fish,Cerrado,-14.1072,-48.3603,Ni13,fish_Cerrado_GO,160,NA,443.58,254.12,106,69,734.73,327.13,174.9,152.23,254.12,247.9,261.9,242.9,1726.06,311.1,3,82.99,876.3,15.05,224.21,31.05,21.66,0.58,3.51,0.58,30.25,4.02,22,Cambissolos Haplicos Tb Distroficos,1,1,1,0.84,CERRADO
P0391,Fish_Cerrado_MG.xlsxP1,Fish_Cerrado_MG,Fish,Cerrado,-19.306411,-47.542821,NP0008,Fish_Cerrado_MG,157,83.97996184,921.69,206.04,115.01,68.01,1656.99,275.8,108.8,167,218.81,184.04,220.77,180.05,1537.79,291.99,11,79,792.94,37,674.85,61.99,13.67,1.62,1.24,26.34,17.01,4.28,23,Latossolos Vermelhos Distroficos,0.96,0.59,0.37,0.36,CERRADO
P0392,Fish_Cerrado_MG.xlsxP2,Fish_Cerrado_MG,Fish,Cerrado,-19.35887,-47.216649,NP0012,Fish_Cerrado_MG,157,12.4220685,901.4,206.35,114.78,68,1721.95,275.56,108.56,166.99,219.56,182.56,221.56,179.56,1588.67,304.23,12.05,78.78,818.66,41.05,692.58,63.26,18.98,47.86,71.14,47.86,25.42,5.89,23,Cambissolos Haplicos Tb Distroficos,0.94,0.9,0.71,0.56,CERRADO
P0393,Fish_Cerrado_MG.xlsxP3,Fish_Cerrado_MG,Fish,Cerrado,-19.212139,-46.9922,NP0016,Fish_Cerrado_MG,157,6.925341899,974.91,212.26,115.44,68,1665.12,284.31,115.82,168.49,224.26,188.26,227.7,186.26,1544.05,305.18,10,80.39,806.87,41,664.75,57.56,20.38,101.8,104.66,176.5,3.11,10.33,23,Cambissolos Haplicos Tb Distroficos,0.98,0.93,0.86,0.89,CERRADO
P0394,Fish_Cerrado_MG.xlsxP4,Fish_Cerrado_MG,Fish,Cerrado,-19.23303,-47.215573,NP0028,Fish_Cerrado_MG,157,69.16273689,866.76,210.38,114.71,68,1700.44,280.39,113.36,167.03,223.08,186,225.39,183.67,1545.29,297.62,11,80,804.23,37.29,672.23,57.58,23.11,51.72,87.67,51.72,24.69,4.86,23,Cambissolos Haplicos Tb Distroficos,1,0.83,0.58,0.53,CERRADO
P0395,Fish_Cerrado_MG.xlsxP5,Fish_Cerrado_MG,Fish,Cerrado,-19.465058,-46.890797,NP0047,Fish_Cerrado_MG,157,64.03579691,958.46,203.93,115.15,69,1588.44,275.3,109,166.3,216.3,183.62,218.93,179.21,1616.28,311.78,14.79,76,829.49,64.58,676.79,83.21,12.58,88.74,105.52,61.17,19.91,2.41,23,Latossolos Vermelhos Distroficos,1,1,0.89,0.56,CERRADO
P0396,Fish_Cerrado_MG.xlsxP6,Fish_Cerrado_MG,Fish,Cerrado,-19.401197,-47.646861,NP0052,Fish_Cerrado_MG,157,70.22651345,904.39,213.16,118.55,69,1668.41,284.55,113.66,170.89,225.67,191.73,227.6,186.67,1521,291.5,10.45,78.94,783.58,36.63,704.88,62.68,18.15,57.71,28.2,57.71,14.59,5.98,23,Nitossolos Vermelhos Eutroficos,1,0.92,0.64,0.46,CERRADO
P0397,Fish_Cerrado_MG.xlsxP7,Fish_Cerrado_MG,Fish,Cerrado,-19.158728,-47.052679,NP0054,Fish_Cerrado_MG,157,32.60393029,929.02,211.98,114.98,68.83,1622.55,283.15,116.98,166.17,223.15,188.96,227.01,186.81,1537.72,302.85,9.03,80.14,802.87,37.89,664.06,55.74,27.31,93.49,142.26,127.85,0.81,5.5,23,Latossolos Vermelhos Distroficos,1,0.87,0.7,0.42,CERRADO
P0398,Fish_Cerrado_MG.xlsxP8,Fish_Cerrado_MG,Fish,Cerrado,-19.017444,-46.873111,NP0055,Fish_Cerrado_MG,157,90.62115671,936.84,216.91,114.03,68.04,1504.61,290.87,124.88,165.99,225.88,195.88,231.91,193.88,1501.62,300.04,7.07,81,785.13,34.16,645.13,48.74,11.15,1.1,16.15,60.67,13.62,3.82,23,Latossolos Vermelhos Distroficos,1,0.84,0.48,0.37,CERRADO
